id вуза,Образовательное учреждение,Регион вуза,Всего студентов,Качественных студентов
51067,ККСТ,Кемеровская область,1,0
51068,ГПОУ ККСТ,Кемеровская область,1,0
51069,ККСТ,Кемеровская область,1,0
51070,ККСТ,Кемеровская область,1,1
51071,ГПОУ КЕМЕРОВСКИЙ КОММУНАЛЬНО СТРОИТЕЛЬНЫЙ ТЕХНИКУМ,Кемеровская область,1,0
51072,Кемеровский Коммунально-строительный техникум,Кемеровская область,1,0
51073,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
51074,ГПОУ ККСТ,Кемеровская область,1,0
51075,ККСТ,Кемеровская область,1,0
51076,ККСТ,Кемеровская область,1,0
51077,ККСТ,Кемеровская область,1,0
